apartment,area,floor,lease_mode,orientation,price,quarters,renovation,s
1室1厅1卫,60平米,中层,整租,南,5200,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",简装修,富力东山新天地1室1厅1卫
2室1厅1卫,58平米,中层,整租,南,4300,"兴城大厦,越秀,五羊新城,距5号线五羊邨站约518米,寺右新马路25号",简单装修,兴城大厦2室1厅1卫
2户合租,11平米,高层,主卧(合租),南北,1600,"荣华南小区,越秀,农讲所,距1号线农讲所站约606米,越秀区中山三路荣华南",简装修,荣华南小区 合租 主卧11平米室厅卫 性别不限
1室1厅1卫,30平米,中层,整租,南,2200,"丰伟大厦,越秀,五羊新城,距5号线五羊邨站约561米,越秀区寺右新马路104-108号",豪华装修,丰伟大厦1室1厅1卫
3室2厅2卫,102平米,中层,整租,南,6500,"景华大厦,越秀,东川路,距6号线团一大广场站约603米,东华西路148-152号",精装修,景华大厦 整租 3室2厅2卫 102平米(个人)
3室2厅2卫,90平米,高层,整租,南,7000,"竹丝岗大马路小区,越秀,东山,距6号线东山口站约478米,农林下路竹丝岗大马路",简装修,竹丝岗大马路小区 整租 3室2厅2卫 90平米(个人)
1室0厅1卫,20平米,中层,整租,东南,1800,"乐景大厦,越秀,五羊新城,距1号线杨箕站约608米,越秀区五羊新城寺右二横路",精装修,乐景大厦1室0厅1卫
1室1厅1卫,40平米,中层,整租,北,3500,"山海城,越秀,解放南,距6号线一德路站约72米,越秀区一德路337号至377号",精装修,山海城1室1厅1卫
2室1厅1卫,65平米,中层,整租,东南,4000,"福莱花园,越秀,环市东,距5号线动物园站约534米,水荫路水荫直街西六巷23号至27号",精装修,福莱花园，动物园站附近电梯中层两房 东南向装修漂亮。拎包入住
1室1厅1卫,46平米,中层,整租,东南,3500,"新达城广场,越秀,环市东,距5号线动物园站约999米,广州大道北193号、197号",精装修,新达城广场1室1厅1卫
2室1厅1卫,50平米,中层,整租,南北,4000,"区庄立交小区,越秀,环市东,距5号线区庄站约348米,环市东路广东工业大学宿舍区边",豪华装修,区庄秒杀好房，拎包入住
2室2厅1卫,85平米,中层,整租,南北,6200,"淘金家园,越秀,淘金,距6号线黄花岗站约600米,淘金东路89号",简单装修,淘金家园2室2厅1卫
1室1厅1卫,40平米,中层,整租,南,2500,"建设四马路小区,越秀,建设路,距5号线淘金站约349米,建设四马路与华乐路交汇",简装修,建设新村建设四马路一房一厅出租，房源。
1室1厅1卫,50平米,中层,整租,南北,4000,"恤孤院路小区,越秀,东山,距1号线东山口站约585米,恤孤院路（近培正一横路）",精装修,整租 拎包入住 拎包入住 恤孤院路 。。
1室1厅1卫,38平米,低层,整租,南,2700,"三眼井社区,越秀,小北,距2号线纪念堂站约827米,应元路三眼井一巷",精装修,精装一房一厅，家电全齐，低层二楼，全明屋 随时可看房
3室2厅2卫,138平米,中层,整租,南,11000,"云影花园,越秀,二沙岛,距6号线东湖站约1186米,大通路云影街",简装修,云影花园 精致装修，东南靓向，安静望花园，环境优美。
2室2厅1卫,87平米,中层,整租,南,5300,"璟泰大厦,越秀,五羊新城,距5号线五羊邨站约589米,广州大道中295至299号",精装修,"装修巨豪华不要怀疑图片是假的,不信咱们走着瞧"
3室2厅2卫,106平米,中层,整租,南北,9000,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",精装修,锦城花园 精装三房带主套 安静舒适 南北对流 望花园
2室2厅1卫,58平米,中层,整租,南,4000,"黄华路大院,越秀,环市东,距5号线小北站约581米,越秀区环市东黄华路",精装修,黄华路精装两房 家私齐全 环境安静采光好 交通生活方便 靠地铁
2室1厅1卫,61平米,中层,整租,南北,3000,"福今路小区,越秀,东风东,距1号线杨箕站约671米,东风东路福今路",中装修,福今路小区￥大院管理￥南北朝向￥家私家电齐全￥拎包入住
2室1厅1卫,50平米,高层,整租,南,4000,"兴仁里小区,越秀,东川路,距6号线团一大广场站约605米,东华西路兴仁里",精装修,兴仁里小区，两房一厅，
2室1厅1卫,80平米,中层,整租,东南,6800,"东山锦轩,越秀,东山,距6号线东山口站约81米,农林下路4-6号",精装修,东山锦轩少有电梯房源交通便捷家电齐两房双阳台视野
3室2厅2卫,110平米,高层,整租,南北,8500,"建设五马路小区,越秀,建设路,距5号线淘金站约276米,环市东建设五马路",精装修,建设五马路间隔好，带装修，经典户型好房 舒适安静
4室2厅2卫,120平米,高层,整租,东南,6000,"合群二马路大院,越秀,东山,距6号线东湖站约770米,东山合群二马路",精装修,东山口 合群社区 环境优美安静 四房两厅两卫 带天台花园
2室2厅1卫,71平米,低层,整租,南北,4800,"越秀北路小区,越秀,小北,距5号线小北站约604米,东风东越秀北路",简装修,越秀北路 低层大两房 住家装修 大两房 南向 厅出阳台
2室2厅1卫,68平米,中层,整租,东,4300,"水荫路34号大院,越秀,水荫路,距5号线动物园站约241米,水荫路34号",精装修,水荫路34号大院，动物园附近低层两房，大院管理 实图视频图片
4室2厅2卫,146平米,低层,整租,东北,8300,"东海嘉园,越秀,五羊新城,距5号线五羊邨站约528米,广州大道东兴北路102号",毛坯,五羊邨 东海嘉园 精装修 采光通风佳 闹中取静舒适惬意 ！
2室1厅1卫,70平米,中层,整租,南北,5000,"俊逸阁,越秀,北京路,距1号线农讲所站约231米,中山四路大塘街",精装修,农讲所地铁站，两房，
2室1厅1卫,60平米,中层,整租,南北,3800,"青菜岗大院,越秀,建设路,距5号线淘金站约425米,建设六马路青菜岗",豪华装修,青菜岗大院管理，低层带精美装修的两房出租
2室2厅1卫,75平米,中层,整租,南,4500,"华逸锦轩,越秀,五羊新城,距1号线杨箕站约470米,东泰路28号至32号",精装修,杨箕 华逸锦轩金山阁 电梯两房 安静不吵住家装修 铁一中旁
1室1厅1卫,75平米,低层,整租,南,6500,"东风东路小区,越秀,东风东,距5号线动物园站约574米,东风东路与福今路交汇",简装修,东风东路东峻广场的天誉商务大厦 75方租6500
1室1厅1卫,40平米,中层,整租,南,2200,"盘福路机关大院宿舍,越秀,盘福路,距2号线纪念堂站约479米,解放北盘福路24号",精装修,盘福路 精装一房一厅 采光通风 近 家电齐全 拎包入住
3室1厅1卫,100平米,中层,整租,东南,4500,"麓湖御景,越秀,淘金,距5号线淘金站约573米,麓湖路麓苑路39号",精装修,淘金麓湖御景电梯3室一厅 精装修高楼层配套齐全随时看房业主急租
1室1厅1卫,40平米,中层,整租,南,2500,"农林下路大院,越秀,东山,距6号线东山口站约467米,环市东路农林下路",精装修,农林下路精装房 配套齐全 拎包入住 随时约看
3室2厅2卫,108平米,中层,整租,南北,6600,"东山锦轩,越秀,东山,距6号线东山口站约81米,农林下路4-6号",豪华装修,东山地铁口 东山锦轩 豪装大3房 拎包即可入住 少有房源
2室1厅1卫,62平米,中层,整租,暂无,3400,"竹丝岗四马路小区,越秀,东山,距6号线东山口站约261米,竹丝岗四马路",精装修,东山口 执信南 近地铁 拎包入住 安静温馨 2房
2室2厅1卫,80平米,高层,整租,南,5500,"竹丝岗二马路小区,越秀,东山,距6号线东山口站约460米,竹丝岗二马路",中装修,东山口 竹丝岗 电梯大两房 月租5500
2室2厅1卫,87平米,中层,整租,南北,8000,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",豪华装修,杨箕富力东山新天地，精装电梯两房，家私家电齐全，拎包入住
2室2厅2卫,70平米,中层,整租,南,3500,"寺右二马路小区,越秀,五羊新城,距5号线五羊邨站约426米,寺右二马路46号至56号",精装修,五羊新城 楼龄 精装修 拎包入住 业主急租
3室1厅1卫,80平米,高层,整租,南,5000,"东华东市场南,越秀,东山,距1号线东山口站约635米,越秀区东华东路",简装修,东华东新南路3房1厅 适合做员工宿舍 3楼通风采光一流
2室1厅1卫,71平米,中层,整租,南,5500,"建雅台,越秀,东川路,距1号线农讲所站约536米,东华西路13号之一",简装修,建雅台 间隔方正 采光通风好 电梯2房 装修好近中华广场 东华西路
2室1厅1卫,70平米,高层,整租,东南,4300,"惠福西路大院,越秀,解放南,距1号线西门口站约630米,越秀区惠福西路",精装修,公园前 惠福西路 中层精装 两房一厅 通风采光好 拎包入住
1室1厅1卫,50平米,中层,整租,南,2500,"建设三马路小区,越秀,建设路,距5号线淘金站约458米,东风东建设三马路",精装修,建设三马路4楼一房一厅 配套齐全厨房开放式 随时看房业主刚放租
1室0厅1卫,25平米,高层,整租,南,2300,"金迪大厦,越秀,杨箕,距1号线杨箕站约392米,中山一路杨箕村泰兴直街50号",豪华装修,  金迪大厦 1居室干净入住 急租
2室1厅1卫,55平米,低层,整租,南,3200,"广信愉景大厦,越秀,五羊新城,距5号线五羊邨站约473米,寺右二马路16号至18号",简装修,五羊新城 愉景大厦 租金优惠 简装 你还在等吗
1室1厅1卫,30平米,高层,整租,南,1800,"国龙大厦,越秀,小北,距5号线小北站约460米,环市中路276号",精装修,国龙大厦 精装一房 5号线小北地铁 快撩吧!
2室1厅1卫,65平米,中层,整租,东南,3200,"侨力大厦,越秀,解放南,距1号线公园前站约591米,起义路123号至159号",精装修,公园前地铁侨力大厦附近两房1厅住家装修，东南向采光好
4室2厅2卫,160平米,中层,整租,南,10000,"越秀汉苑,越秀,五羊新城,距5号线五羊邨站约748米,五羊新城明月一路59号",精装修,汉苑 精致装修，厅大房大，舒适实用，安静望江，家电齐全。
1室0厅1卫,25平米,高层,整租,南,2100,"丰景大厦,越秀,五羊新城,距1号线杨箕站约775米,寺右二横路11号",简装修,丰伟大厦地铁门口交通便利全南朝南
1室1厅1卫,45平米,中层,整租,东南,1300,"九兜巷,越秀,小北,距2号线纪念堂站约763米,越秀三眼井小区",精装修,应元路 合租 少有如此漂亮一房放租 下手要快 才是你的菜
2室2厅1卫,68平米,中层,整租,东南,4300,"五羊新城小区,越秀,五羊新城,距5号线五羊邨站约214米,寺右一路一巷（华润万佳后面）",精装修,五羊新城 居家舒適不二之選 精裝68平兩房 緊缺出手快 拎包入住
2室1厅1卫,87平米,高层,整租,南北,5000,"名品居,越秀,杨箕,距1号线杨箕站约202米,中山一路51号之二",精装修,名品居 精装两房 格局方正 近铁和杨箕地铁 随时看房
2室1厅1卫,68平米,中层,整租,南北,2700,"东兴南小区,越秀,五羊新城,距5号线五羊邨站约382米,广州大道中东兴南路",精装修,五羊新城东兴南路小区 大院管理 方正两房 生活配套齐全
3室2厅2卫,97平米,高层,整租,东南,6500,"东风广场,越秀,东风东,距5号线动物园站约351米,东风东路787号",豪华装修,眞实 东风广场 安静舒适 精装大三房 交通便利 通风采光好
2室1厅1卫,55平米,高层,整租,南,5000,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,新天地精装电梯两房55方小区设备完善交通便利环境舒适
4室1厅1卫,120平米,高层,整租,东南,3800,"应元路小区,越秀,小北,距2号线纪念堂站约482米,小北路应元路",精装修,白菜的价格 精装修四房一厅租3800 家私家电全齐 随时可以看
2室1厅1卫,65平米,中层,整租,南,3700,"农林上路小区,越秀,东山,距6号线东山口站约280米,农林上路和农林下路交汇",简装修,农林上路精装2房家电齐全近地铁随时入住
1室1厅1卫,35平米,中层,整租,西,2200,"三眼井社区,越秀,小北,距2号线纪念堂站约827米,应元路三眼井一巷",精装修,三眼井小区 一房一厅 精装修大阳台 近公园 有匙即看
2室1厅1卫,70平米,高层,整租,东南,4600,"都市晴川,越秀,东川路,距6号线团一大广场站约676米,越秀区东川路元运新街",精装修,都市晴川 电梯高层 家电齐全，拧包入住，光线靓
3室2厅2卫,131平米,中层,整租,东南,7500,"明月东山,越秀,五羊新城,距5号线五羊邨站约606米,五羊新村明月一路2街2-8号",精装修,越秀 五羊新城 明月东山 大三房 近东山实验 珠江边
1室1厅1卫,45平米,高层,整租,南,2500,"世贸花园,越秀,淘金,距5号线淘金站约265米,淘金路54号",精装修,淘金友宜商店电梯1房1厅 精装修周边配套齐全采光好业主急租
3室2厅2卫,125平米,中层,整租,北,8200,"天伦花园,越秀,建设路,距5号线淘金站约422米,建设四马路17号至29号",豪华装修,建设四马路楼龄新布局合理实用三房两卫两厅，还有空中平台花园。
2室1厅1卫,75平米,高层,整租,南,4300,"五羊新城广场,越秀,五羊新城,距5号线五羊邨站约168米,寺右新马路111至115号",精装修,五羊区 舒适大两房 装修保养好 近地铁 干净卫生 安静怡人
1室1厅1卫,49平米,低层,整租,暂无,3700,"寺右新马路小区,越秀,五羊新城,距5号线五羊邨站约495米,寺右新马路寺右二马路",精装修,地照片 精装修 房子比照片更漂亮 靓女福利 看了就想定
3室2厅2卫,122平米,低层,整租,南,9000,"东风广场,越秀,东风东,距5号线动物园站约351米,东风东路787号",精装修,东风广场 四期精装南向正望花园大三房 家电齐全 保养新
2室2厅1卫,78平米,高层,整租,西北,5200,"海平阁,越秀,五羊新城,距5号线五羊邨站约49米,广州大道中199号",精装修,"温暖又温心,海平阁精装修2室真的给你不一样的感受"
2室1厅1卫,80平米,高层,整租,南,2800,"金麓山庄,越秀,小北,距5号线小北站约1125米,下塘西131号至157号",精装修,小北下塘西路 两房一厅2800 家电齐 实拍 光线足
3室2厅1卫,97平米,中层,整租,东南,5700,"五羊华轩,越秀,五羊新城,距1号线杨箕站约408米,越秀区五羊新城东泰路36和38号",精装修,五羊华轩电梯3房2厅 东南向可拎包入住 舒适环
2室1厅1卫,85平米,低层,整租,南北,4500,"丽景台,越秀,五羊新城,距5号线五羊邨站约446米,东兴北路65号",精装修,五羊新城丽景台，精装电梯大两房，家私家电齐全，拎包入住，安静
2室2厅1卫,70平米,中层,整租,东南,4500,"五羊华轩,越秀,五羊新城,距1号线杨箕站约408米,越秀区五羊新城东泰路36和38号",精装修,五羊华轩 精装修70方两房 家私电齐 小区管理 安静不吵 ！
2室2厅1卫,88平米,高层,整租,东南,7500,"越秀汉苑,越秀,五羊新城,距5号线五羊邨站约748米,五羊新城明月一路59号",简装修,汉苑 东南靓向，安静高层，望江舒适。家电齐全。看房方便
1室0厅1卫,25平米,高层,整租,南,2800,"丰伟大厦,越秀,五羊新城,距5号线五羊邨站约561米,越秀区寺右新马路104-108号",精装修,丰伟大厦 家具家电齐全 出行方便 环境好 采光好
3室2厅1卫,110平米,高层,整租,南北,5000,"中山一路小区,越秀,杨箕,距1号线杨箕站约635米,中山一路单号5号至13号",精装修,眞实 杨箕三房 装修好 家私电齐 小区管理 交通生活便利 新放租
2室1厅1卫,66平米,低层,整租,东南,4450,"中曦大厦,越秀,海珠广场,距1号线公园前站约461米,解放中路306号",精装修,公园前北京路板块 起义路中曦大厦 电梯精装两房 家私家电齐全
2室1厅1卫,85平米,低层,整租,暂无,3800,"小北大厦,越秀,小北,距5号线小北站约747米,越秀区小北路126-134号",精装修,小北大厦 电梯二房带大阳台 家私家电齐全 随时可看
2室1厅1卫,80平米,中层,整租,南,5200,"海印东山100,越秀,大沙头,距6号线东湖站约577米,东华南路100号",精装修,东湖路 小区 豪华装修 业主急租 拎包入住
2室1厅1卫,68平米,中层,整租,南,7500,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",豪华装修,新天地 两房 豪华装修 配套齐全 繁华地段 拎包入住
3室2厅2卫,116平米,中层,整租,南,8500,"东风广场,越秀,东风东,距5号线动物园站约351米,东风东路787号",精装修,东风广场五期 豪装三房 家私家电齐全 拎包入住 看房方便 近动物
2室1厅1卫,66平米,中层,整租,南,7500,"东山印象台,越秀,北京路,距1号线农讲所站约370米,中山四路317号",简装修,东山印象台 南向电梯 2房 有阳台 次出租 近农讲所 中山四路
3室2厅1卫,100平米,中层,整租,南,5500,"梅花村小区,越秀,杨箕,距1号线杨箕站约373米,中山一路梅花村路",精装修,杨箕地铁站 梅花村大3房 安静不吵 家私电齐全 近育才
4室2厅3卫,165平米,中层,整租,南,9000,"君铂国际,越秀,东风东,距5号线区庄站约436米,东风东路701号",简装修,东风东路君铂国际 高层安静四房 豪装望执信校园景观
1室1厅1卫,45平米,高层,整租,东北,4000,"东风广场四期,越秀,东风东,距5号线动物园站约411米,东风东路787号",精装修,东风广场四期一房一厅单身男女大型小区交通方便安全
1室1厅1卫,51平米,低层,整租,南,5500,"东风广场,越秀,东风东,距5号线动物园站约351米,东风东路787号",精装修,东风广场五期 全新精装1房1厅 家私电器新 直接拧包入住
3室2厅2卫,122平米,中层,整租,南,9000,"东风广场,越秀,东风东,距5号线动物园站约351米,东风东路787号",精装修,东风广场 四期保养好 三房带主套 采光充足 家电齐全 拎包入住
1室1厅1卫,51平米,低层,整租,东南,6200,"东风广场五期,越秀,东风东,距5号线动物园站约389米,东风东路787号",简装修,正规的一房一厅出租
1室1厅1卫,53平米,高层,整租,南,4000,"锦源国际公寓,越秀,北京路,距6号线北京路站约87米,北京路147、149号",精装修,北京路上 锦源国际精装一居室 视线开阔无遮挡
2室1厅1卫,55平米,中层,整租,南北,3000,"共和大街小区,越秀,共和路,距1号线杨箕站约569米,共和大街近共和路",精装修,共和大街 铁一旁 精装两房 拎包入住 陪读 住家
3室2厅1卫,95平米,高层,整租,南,5200,"黄田小区,越秀,小北,距5号线小北站约423米,麓景路黄田直街1号",豪华装修,麓景路小区三房两厅电梯低价出租，全屋采光一棒东南靓向！
2室1厅1卫,65平米,中层,整租,南,4000,"寺右南路小区,越秀,五羊新城,距5号线五羊邨站约579米,明月路寺右南路",简装修,五羊新城 简装2居室 地铁 随时看房 急租！
2室1厅1卫,53平米,高层,整租,南,5600,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,富力东山新天地温馨两房 望花园 家电齐 住家白领
3室2厅2卫,150平米,中层,整租,东,15000,"二沙岛花城苑,越秀,二沙岛,二沙岛松涛街",中装修,二沙岛花城苑 实用三房两厅，家电齐全，安静舒适。
3室2厅2卫,110平米,中层,整租,南,8000,"富力东堤湾,越秀,杨箕,距1号线杨箕站约255米,中山一路金羊三街",精装修,眞实 杨箕地铁 小区 东堤湾精装3房带主套
3室1厅1卫,128平米,中层,整租,南,9800,"颐秀华庭,越秀,小北,距2号线纪念堂站约846米,越秀区应元路90号",简装修,小北 颐秀华庭 精装三房 齐全家具 拎包入住 有钥匙即看
2室1厅1卫,40平米,高层,整租,东,3600,"东郊市场社区,越秀,杨箕,距1号线杨箕站约258米,越秀区中山一路东郊市场（天锦大厦后面）",简装修,中上一路 东郊市场5号 全新装修 格局反正
2室1厅1卫,76平米,中层,整租,西南,4200,"东川三街小区,越秀,东川路,距1号线烈士陵园站约312米,越秀区东川路东川三街",简装修,东川 中层温馨二房 近地铁 交通便利 干净卫生
3室2厅1卫,108平米,低层,整租,南北,6500,"恤孤院路小区,越秀,东山,距1号线东山口站约585米,恤孤院路（近培正一横路）",精装修,东山口 带花园 大面积 精装修 三房两厅 近达道路培正
2室1厅1卫,45平米,高层,整租,东南,3000,"盘福路大院,越秀,盘福路,距2号线纪念堂站约432米,东风西路盘福路",中装修,两房一厅，低价出租
1室1厅1卫,45平米,低层,整租,西南,2300,"淘金坑小区,越秀,淘金,距5号线淘金站约290米,淘金坑路20号",精装修,一房一厅 西向景观好 业主急租
2室1厅1卫,66平米,高层,整租,南北,2800,"青龙里小区,越秀,东川路,距1号线烈士陵园站约369米,东川路75号附近",精装修,东川路 青龙里小区 精装两室 大院管理 采光猛
1室1厅1卫,45平米,高层,整租,南北,2600,"淘金路小区,越秀,淘金,距5号线淘金站约427米,淘金路与淘金北路交界处",精装修,淘金路正规一房一厅2600元 亲自拍照 有钥匙 近地铁 安静
2室1厅1卫,70平米,低层,整租,南北,2800,"恒福路小区,越秀,淘金,距5号线淘金站约71米,恒福路近横枝岗路",精装修,恒福路大院2房一厅 周边配套齐全拎包入住 随时看房 业主急租
3室2厅1卫,115平米,中层,整租,南北,7800,"东山领汇广场,越秀,杨箕,距1号线杨箕站约74米,中山一路59号61号63号",精装修,杨箕 东山领汇广场 精装修 家私家电齐 配套设施成熟 方便近
1室1厅1卫,60平米,高层,整租,南,5800,"东方文德广场,越秀,北京路,距1号线农讲所站约523米,文德北路68号",精装修,东方文德 实用一房 采光好 文德北路 近文明路 中山四路 北京路
1室1厅1卫,35平米,高层,整租,南,3600,"嘉洲翠庭,越秀,小北,距2号线纪念堂站约653米,应元路捷元坊",豪华装修,嘉洲翠庭 电梯精装一房 高层采光好望越秀山
3室2厅1卫,100平米,低层,整租,南,9000,"竹怡居,越秀,小北,距5号线小北站约545米,越秀北路398号",精装修,小北竹怡居电梯楼盘少有放租，三房两厅环境非/常好旺中带静。
3室2厅2卫,128平米,中层,整租,南,7800,"富力东堤湾,越秀,杨箕,距1号线杨箕站约255米,中山一路金羊三街",精装修,杨箕东堤湾精装三房全南采光好交通生活便利拎包入住
2室1厅1卫,55平米,中层,整租,东南,5500,"龟岗大马路小区,越秀,东山,距1号线东山口站约441米,龟岗大马路近龟岗二马路",毛坯,东山口 电梯房 精装修 房子干净
1室1厅1卫,45平米,低层,整租,南,2300,"建设六马路小区,越秀,建设路,距5号线淘金站约323米,东风东建设六马路",精装修,建设六马路低楼层1房1厅 精装修周边环境优雅 配套齐全 业主急租
2室2厅1卫,65平米,高层,整租,东南,3000,"北较场路小区,越秀,小北,距5号线小北站约226米,越秀区北较场路",精装修,小北 精装俩房 通风采光好 户型方正 女仔致爱
3室2厅1卫,100平米,中层,整租,东南,6300,"汇秀上筑华悦居,越秀,西门口,距1号线西门口站约264米,光塔路109号、111号",简装修,西门口高层电梯三房 东南靓向 住家精致靓装修 家电全齐
3室1厅1卫,60平米,低层,整租,南,5800,"庙前西街小区,越秀,东山,距1号线东山口站约420米,东山庙前西街",简装修,庙前西街 低层豪装三房 家私电器全齐 拎包入住 随时可看房
3室2厅2卫,95平米,中层,整租,南,4300,"水荫路大院,越秀,水荫路,距5号线动物园站约456米,水荫路",精装修,水荫路动物园站出口附近 全新装修 家私电器 精装三房 诚心出租
3室1厅1卫,138平米,低层,整租,南,8200,"东方广场,越秀,环市东,距5号线区庄站约234米,越秀区犀牛路38号至44号",简装修,东方广场 精装三房 环境舒适优雅
1室0厅1卫,30平米,高层,整租,东南,3200,"东方广场,越秀,环市东,距5号线区庄站约234米,越秀区犀牛路38号至44号",中装修,东方广场 大单间 小区管理 安静不吵 随时可看
2室2厅1卫,80平米,高层,整租,南,6000,"淘金家园,越秀,淘金,距6号线黄花岗站约600米,淘金东路89号",精装修,淘金家园 小区管理 阳台 视野 家私家电全齐！！！
2室2厅1卫,70平米,中层,整租,东,6000,"东风广场三期,越秀,东风东,距5号线动物园站约411米,东风东路787号",中装修,东风广场三期东向安静两房看天河 视野开阔 配置齐全 拎包直住
3室2厅1卫,95平米,中层,整租,南,6300,"金山阁,越秀,杨箕,距1号线杨箕站约575米,东泰路文化里11号",精装修,五羊新城 金山阁 精装3居室 小区管理 环境好
2室1厅1卫,88平米,低层,整租,南,7000,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",简装修,锦城花园 区南向安静实用两房 家电可配齐 有匙即看
3室2厅1卫,100平米,中层,整租,东南,4800,"海珠北路小区,越秀,西门口,距1号线西门口站约309米,中山六路海珠北路",精装修,住家保养新净楼梯中层五楼，正规大三房两厅，采光通风一流。
5室1厅3卫,182平米,高层,整租,东南,13000,"东方花苑大厦,越秀,杨箕,距1号线杨箕站约672米,广州大道中355号",精装修,杨箕地铁站 东方花苑 复式电梯精装5房 客厅可宿舍
3室1厅1卫,108平米,中层,整租,南,4000,"金迪大厦,越秀,杨箕,距1号线杨箕站约392米,中山一路杨箕村泰兴直街50号",精装修,"金迪大厦,东南朝向,住家精装修,看房方便,随时入住."
3室2厅2卫,135平米,中层,整租,南,10000,"君汇世家,越秀,环市东,距5号线动物园站约600米,天河路45号之九到之二十五",精装修,君汇世家 温馨安静3房主套带工人房 园林绿化 环景空气好
2室1厅1卫,70平米,中层,整租,南北,5000,"小东园小区,越秀,东山,距1号线东山口站约64米,东湖街中山一路南小东园社区",精装修,小东园 电梯房 二房一厅 精装修 家电齐全 厅出阳台 采光一流
2室2厅1卫,84平米,中层,整租,东北,5800,"东风广场,越秀,东风东,距5号线动物园站约351米,东风东路787号",豪华装修,东风广场四期 东南向精装两房 家电齐全 采光佳 住家陪读号
2室1厅1卫,78平米,低层,整租,东南,6000,"富力东山新天地,越秀,五羊新城,距1号线杨箕站约735米,广州大道与中山一路交汇处",精装修,五羊新城 富力东山新天地 精装配套两房 通风采光好 安静舒服
2室2厅1卫,75平米,中层,整租,东南,4700,"竹丝岗小区,越秀,东山,距6号线东山口站约435米,东山农林下路",中装修,竹丝岗温馨两房 环境安全清静 配套齐全拎包入住
2室1厅1卫,60平米,中层,整租,东南,4200,"农林上路小区,越秀,东山,距6号线东山口站约280米,农林上路和农林下路交汇",精装修,东山口 农林上路 小区管理 安静不吵 随时可看
2室1厅1卫,68平米,高层,整租,南北,3800,"五羊新城A区,越秀,五羊新城,距5号线五羊邨站约170米,寺右北二街",毛坯,！五羊区 家电家具齐全 干净整洁，拎包入住
2室1厅1卫,60平米,中层,整租,南,4500,"东兴小区,越秀,五羊新城,距5号线五羊邨站约384米,东兴北路1号至102号",简装修,地铁附近 好房子急租 家电齐全 随时入住
3室1厅1卫,100平米,低层,整租,南北,3900,"湖滨小区,越秀,大沙头,距6号线东湖站约357米,东湖西路18号",精装修,湖滨小区精装3房 家私家电齐全 近
2室2厅1卫,84平米,中层,整租,北,6200,"锦城花园,越秀,东风东,距1号线杨箕站约364米,东风东路858号",中装修,锦城花园精装两房 家私电器齐全 高大尚小区 多套房源再租
2室1厅1卫,80平米,中层,整租,东南,4500,"越秀大南路小区,越秀,北京路,距6号线北京路站约373米,越秀区大南路",中装修,大南路 北京路 中层三房一厅员工宿舍采光好
1室1厅1卫,50平米,低层,整租,南,3500,"都市晴川,越秀,东川路,距6号线团一大广场站约676米,越秀区东川路元运新街",精装修,实拍温馨电梯复式带精装修有阳台家私电齐全邻近地铁口1室1厅
2室1厅1卫,87平米,中层,整租,北,4800,"泰康城广场,越秀,海珠广场,距6号线北京路站约335米,泰康路111号",精装修,泰康城广场 6号线海珠广场站 近珠江边 泰康路 起义路 沿江西路
1室1厅1卫,40平米,中层,整租,东,3600,"嘉诚国际公寓,越秀,东风东,距5号线动物园站约880米,广州大道中611号",精装修,水荫路嘉诚国际，广州大道索菲特酒店 品牌家私装修新
4室2厅3卫,348平米,低层,整租,南,42000,"凯旋会,越秀,五羊新城,距5号线五羊邨站约659米,越秀区广州大道中明月一路11至23号",豪华装修,越秀区广州大道中 凯旋会 348方复式4房2厅3卫2阳台 豪装 租4.2万
3室1厅2卫,121平米,高层,整租,东南,8000,"天伦花园,越秀,建设路,距5号线淘金站约422米,建设四马路17号至29号",精装修,天伦花园中高层电梯三房 拎包入住 业主放租
2室1厅1卫,45平米,中层,整租,南,3000,"纸行路小区,越秀,西门口,距1号线西门口站约217米,中山六路纸行路",简装修,纸行路 近地鉄 近市场 低层实用两房
3室2厅1卫,100平米,高层,整租,北,9000,"翰雅明轩,越秀,北京路,距1号线农讲所站约215米,中山四路34号",豪华装修,农讲所地鉄 中山四路 翰雅明轩，精致三房，正对省实，家长陪读
3室1厅1卫,90平米,低层,整租,北,5800,"金羊花园,越秀,杨箕,距1号线杨箕站约178米,越秀中山一路49号",精装修,金羊花园大气3房新装修 舒适住家环境你值得拥有 随时带看
1室1厅1卫,76平米,中层,整租,南,4800,"嘉诚国际公寓,越秀,东风东,距5号线动物园站约880米,广州大道中611号",精装修,嘉诚国际，全部翻新装修陪家私电器，两房改一房一厅带阳台
1室0厅1卫,38平米,中层,整租,东,1800,"建设六马路小区,越秀,建设路,距5号线淘金站约323米,东风东建设六马路",精装修,建设六马路低楼层 大单间精装修配套齐全 交通方便采光好业主急租
